main_artist,track_name,Max Streams per Song,Min Streams per Song,Total Streams per Song,Mean Streams per Song,Min Position per Song,MaxMin Difference Position,MaxMin Difference Streams,MaxMin Ratio Position,MaxMin Ratio Streams,Max Song Count per artist,Max Weeks on Chart per song,first_week_rank,first_week_streams,Max Artist Appearance,encoded_source
21 Savage,redrum,27008214,27008214,27008214,27008214.0,8,0,0,1.0,1.0,1,1,8,27008214,182,266
21 Savage,should've wore a bonnet,9784192,9784192,9784192,9784192.0,131,0,0,1.0,1.0,1,1,131,9784192,182,266
21 Savage,sneaky,12097600,12097600,12097600,12097600.0,69,0,0,1.0,1.0,1,1,69,12097600,182,266
4batz,act ii: date @ 8,8837488,8837488,8837488,8837488.0,172,0,0,1.0,1.0,1,1,172,8837488,6,12
4batz,act ii: date @ 8 (feat. Drake) - remix,14488042,14488042,14488042,14488042.0,55,0,0,1.0,1.0,1,1,55,14488042,6,13
A$AP Rocky,I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),9276419,9276419,9276419,9276419.0,183,0,0,1.0,1.0,1,1,183,9276419,60,17
ABBA,Dancing Queen,7947485,7947485,7947485,7947485.0,191,0,0,1.0,1.0,1,1,191,7947485,2,228
AC/DC,Thunderstruck,8569575,8569575,8569575,8569575.0,200,0,0,1.0,1.0,1,1,200,8569575,19,64
AC/DC,You Shook Me All Night Long,8758183,8758183,8758183,8758183.0,192,0,0,1.0,1.0,1,1,192,8758183,19,64
AP Dhillon,With You,13127848,13127848,13127848,13127848.0,53,0,0,1.0,1.0,1,1,53,13127848,10,180
ATLXS,PASSO BEM SOLTO - Slowed,9717554,9717554,9717554,9717554.0,134,0,0,1.0,1.0,1,1,134,9717554,0,372
AUR,Tu hai kahan,9482286,9482286,9482286,9482286.0,114,0,0,1.0,1.0,1,1,114,9482286,0,276
AYLIVA,Wunder,11000908,11000908,11000908,11000908.0,128,0,0,1.0,1.0,1,1,128,11000908,2,358
Achille Lauro,Incoscienti Giovani,8847488,8847488,8847488,8847488.0,188,0,0,1.0,1.0,1,1,188,8847488,0,351
Adam Port,Move,9441435,9441435,9441435,9441435.0,161,0,0,1.0,1.0,1,1,161,9441435,0,152
Addison Rae,Diet Pepsi,8683474,8683474,8683474,8683474.0,195,0,0,1.0,1.0,1,1,195,8683474,18,64
Addison Rae,Headphones On,8790687,8790687,8790687,8790687.0,153,0,0,1.0,1.0,1,1,153,8790687,18,64
Adele,Skyfall,8080073,8080073,8080073,8080073.0,182,0,0,1.0,1.0,1,1,182,8080073,299,364
Afusic,Pal Pal,8807745,8807745,8807745,8807745.0,151,0,0,1.0,1.0,1,1,151,8807745,0,327
Akon,Smack That,8741821,8741821,8741821,8741821.0,199,0,0,1.0,1.0,1,1,199,8741821,0,157
Alemn,Te Quera Ver,18014091,18014091,18014091,18014091.0,46,0,0,1.0,1.0,1,1,46,18014091,0,127
Alex Favela,ELOVRGA,8537440,8537440,8537440,8537440.0,158,0,0,1.0,1.0,1,1,158,8537440,0,250
Alex Warren,Carry You Home,8666790,8666790,8666790,8666790.0,200,0,0,1.0,1.0,1,1,200,8666790,5,35
Alex Warren,Ordinary,15083742,15083742,15083742,15083742.0,60,0,0,1.0,1.0,1,1,60,15083742,5,35
Alleh,capaz (merengueton),9724623,9724623,9724623,9724623.0,188,0,0,1.0,1.0,1,1,188,9724623,0,56
Alphaville,Forever Young,9041278,9041278,9041278,9041278.0,179,0,0,1.0,1.0,1,1,179,9041278,0,345
Alvaro Diaz,GATITAS SANDUNGUERAS VOL.1,10191969,10191969,10191969,10191969.0,144,0,0,1.0,1.0,1,1,144,10191969,8,309
Amy Winehouse,Back To Black,8921591,8921591,8921591,8921591.0,199,0,0,1.0,1.0,1,1,199,8921591,0,332
Ana Castela,Solteiro Forado - Boiadeira Internacional,7622267,7622267,7622267,7622267.0,191,0,0,1.0,1.0,1,1,191,7622267,8,26
Andmesh,Anugerah Terindah,8548666,8548666,8548666,8548666.0,185,0,0,1.0,1.0,1,1,185,8548666,0,126
Andy Williams,Happy Holiday / The Holiday Season,9245874,9245874,9245874,9245874.0,176,0,0,1.0,1.0,1,1,176,9245874,41,67
Angelina Mango,La noia,11411679,11411679,11411679,11411679.0,95,0,0,1.0,1.0,1,1,95,11411679,0,163
Anirudh Ravichander,Chaleya,17534302,10705254,28239556,14119778.0,22,55,6829048,3.5,1.637915550625889,2,3,77,10705254,5,293
Anirudh Ravichander,Chaleya,17534302,10705254,28239556,14119778.0,22,55,6829048,3.5,1.637915550625889,2,3,22,17534302,5,293
Anirudh Ravichander,Hukum - Thalaivar Alappara,11008015,11008015,11008015,11008015.0,78,0,0,1.0,1.0,2,1,78,11008015,5,288
Annalisa,Sinceramente,11744002,11744002,11744002,11744002.0,90,0,0,1.0,1.0,1,1,90,11744002,0,351
Anuel AA,OA,7889915,7889915,7889915,7889915.0,194,0,0,1.0,1.0,1,1,194,7889915,306,129
Anurag Saikia,Ishq Hai,8962765,8962765,8962765,8962765.0,190,0,0,1.0,1.0,1,1,190,8962765,0,203
Anuv Jain,Husn,9723129,9723129,9723129,9723129.0,102,0,0,1.0,1.0,1,1,102,9723129,8,320
Anuv Jain,Jo Tum Mere Ho,9187032,9187032,9187032,9187032.0,182,0,0,1.0,1.0,1,1,182,9187032,8,320
Aqua,Barbie Girl,7898145,7898145,7898145,7898145.0,178,0,0,1.0,1.0,1,1,178,7898145,0,317
Arcane,Ma Meilleure Ennemie (from the series Arcane League of Legends),27668582,27668582,27668582,27668582.0,15,0,0,1.0,1.0,1,3,15,27668582,2,251
Arcane,Paint The Town Blue (from the series Arcane League of Legends),9534296,9534296,9534296,9534296.0,185,0,0,1.0,1.0,1,2,185,9534296,2,251
Arcane,The Line (from the series Arcane League of Legends),12283773,12283773,12283773,12283773.0,100,0,0,1.0,1.0,1,2,100,12283773,2,251
Arctic Monkeys,No. 1 Party Anthem,9685715,9685715,9685715,9685715.0,140,0,0,1.0,1.0,1,1,140,9685715,535,80
Ariana Grande,Hampstead,13735082,13735082,13735082,13735082.0,60,0,0,1.0,1.0,1,1,60,13735082,1006,243
Ariana Grande,Popular,11874602,11874602,11874602,11874602.0,104,0,0,1.0,1.0,1,1,104,11874602,1006,331
Ariana Grande,Saturn Returns Interlude,15912093,15912093,15912093,15912093.0,48,0,0,1.0,1.0,1,1,48,15912093,1006,243
Ariana Grande,What Is This Feeling?,9597858,9597858,9597858,9597858.0,173,0,0,1.0,1.0,1,1,173,9597858,1006,331
Ariana Grande,bye,27015821,27015821,27015821,27015821.0,13,0,0,1.0,1.0,1,1,13,27015821,1006,243
Ariana Grande,dandelion,17779245,17779245,17779245,17779245.0,30,0,0,1.0,1.0,1,1,30,17779245,1006,243
Ariana Grande,don't wanna break up again,23023948,23023948,23023948,23023948.0,20,0,0,1.0,1.0,1,1,20,23023948,1006,243
Ariana Grande,eternal sunshine,25640457,25640457,25640457,25640457.0,15,0,0,1.0,1.0,1,1,15,25640457,1006,243
Ariana Grande,i wish i hated you,19417123,19417123,19417123,19417123.0,28,0,0,1.0,1.0,1,1,28,19417123,1006,243
Ariana Grande,imperfect for you,18183455,18183455,18183455,18183455.0,33,0,0,1.0,1.0,1,1,33,18183455,1006,243
Ariana Grande,intro (end of the world),21134707,21134707,21134707,21134707.0,25,0,0,1.0,1.0,1,1,25,21134707,1006,243
Ariana Grande,intro (end of the world) - extended,12927303,12927303,12927303,12927303.0,72,0,0,1.0,1.0,1,1,72,12927303,1006,243
Ariana Grande,ordinary things (feat. Nonna),14784408,14784408,14784408,14784408.0,50,0,0,1.0,1.0,1,1,50,14784408,1006,243
Ariana Grande,past life,13673843,13673843,13673843,13673843.0,61,0,0,1.0,1.0,1,1,61,13673843,1006,243
Ariana Grande,supernatural,23652426,23652426,23652426,23652426.0,18,0,0,1.0,1.0,1,1,18,23652426,1006,243
Ariana Grande,the boy is mine,27666920,27666920,27666920,27666920.0,11,0,0,1.0,1.0,1,1,11,27666920,1006,243
Ariana Grande,true story,21523456,21523456,21523456,21523456.0,24,0,0,1.0,1.0,1,1,24,21523456,1006,243
Ariana Grande,twilight zone,26719094,26719094,26719094,26719094.0,9,0,0,1.0,1.0,1,1,9,26719094,1006,243
Ariana Grande,warm,14468062,14468062,14468062,14468062.0,55,0,0,1.0,1.0,1,1,55,14468062,1006,243
Ariana Grande,we can't be friends (wait for your love),55652372,55652372,55652372,55652372.0,1,0,0,1.0,1.0,1,1,1,55652372,1006,243
Ariana Grande,"yes, and?",53885212,53885212,53885212,53885212.0,1,0,0,1.0,1.0,1,1,1,53885212,1006,243
Arijit Singh,"Satranga (From ""ANIMAL"")",10444158,10444158,10444158,10444158.0,119,0,0,1.0,1.0,1,1,119,10444158,0,293
Artemas,i like the way you kiss me,26669118,26669118,26669118,26669118.0,12,0,0,1.0,1.0,1,1,12,26669118,1,32
Artemas,if u think i'm pretty,8399551,8399551,8399551,8399551.0,192,0,0,1.0,1.0,1,1,192,8399551,1,32
Ashnikko,Paint The Town Blue (from the series Arcane League of Legends),9174378,9174378,9174378,9174378.0,192,0,0,1.0,1.0,1,1,192,9174378,30,251
BABYMONSTER,DRIP,9359733,9359733,9359733,9359733.0,149,0,0,1.0,1.0,1,1,149,9359733,10,366
BABYMONSTER,SHEESH,11651235,11651235,11651235,11651235.0,80,0,0,1.0,1.0,1,1,80,11651235,10,366
BENNETT,Vois sur ton chemin - Techno Mix,8051736,8051736,8051736,8051736.0,178,0,0,1.0,1.0,1,1,178,8051736,0,352
BLACKPINK,THE GIRLS - BLACKPINK THE GAME OST,11512555,11512555,11512555,11512555.0,71,0,0,1.0,1.0,1,1,71,11512555,202,367
BLOK3,Keke,10193984,10193984,10193984,10193984.0,116,0,0,1.0,1.0,1,1,116,10193984,0,162
BTS,Take Two,31099380,31099380,31099380,31099380.0,4,0,0,1.0,1.0,1,1,4,31099380,436,38
Baby Lasagna,Rim Tim Tagi Dim,10807462,10807462,10807462,10807462.0,123,0,0,1.0,1.0,1,1,123,10807462,0,40
Backstreet Boys,I Want It That Way,8411008,8411008,8411008,8411008.0,194,0,0,1.0,1.0,1,1,194,8411008,0,144
Bad Bunny,ACHO PR,15428944,15428944,15428944,15428944.0,49,0,0,1.0,1.0,1,1,49,15428944,1668,248
Bad Bunny,BABY NUEVA,22329709,22329709,22329709,22329709.0,19,0,0,1.0,1.0,1,1,19,22329709,1668,248
Bad Bunny,BAILE INoLVIDABLE,25134919,25134919,25134919,25134919.0,12,0,0,1.0,1.0,1,1,12,25134919,1668,249
Bad Bunny,BATICANO,14022147,14022147,14022147,14022147.0,54,0,0,1.0,1.0,1,1,54,14022147,1668,248
Bad Bunny,BOKeTE,14814798,14814798,14814798,14814798.0,58,0,0,1.0,1.0,1,1,58,14814798,1668,249
Bad Bunny,CAF CON RON,12435212,12435212,12435212,12435212.0,82,0,0,1.0,1.0,1,1,82,12435212,1668,249
Bad Bunny,CYBERTRUCK,20277024,20277024,20277024,20277024.0,23,0,0,1.0,1.0,1,1,23,20277024,1668,248
Bad Bunny,DtMF,24426569,24426569,24426569,24426569.0,15,0,0,1.0,1.0,1,1,15,24426569,1668,249
Bad Bunny,EL CLB,20150736,20150736,20150736,20150736.0,36,0,0,1.0,1.0,1,1,36,20150736,1668,248
Bad Bunny,EoO,17616589,17616589,17616589,17616589.0,32,0,0,1.0,1.0,1,1,32,17616589,1668,249
Bad Bunny,FINA,32808436,32808436,32808436,32808436.0,7,0,0,1.0,1.0,1,1,7,32808436,1668,248
Bad Bunny,GRACIAS POR NADA,18804191,18804191,18804191,18804191.0,26,0,0,1.0,1.0,1,1,26,18804191,1668,248
Bad Bunny,HIBIKI,29461939,29461939,29461939,29461939.0,11,0,0,1.0,1.0,1,1,11,29461939,1668,248
Bad Bunny,KETU TeCR,16087687,16087687,16087687,16087687.0,45,0,0,1.0,1.0,1,1,45,16087687,1668,249
Bad Bunny,KLOuFRENS,15863027,15863027,15863027,15863027.0,46,0,0,1.0,1.0,1,1,46,15863027,1668,249
Bad Bunny,LA MuDANZA,11693995,11693995,11693995,11693995.0,91,0,0,1.0,1.0,1,1,91,11693995,1668,249
Bad Bunny,LO QUE LE PAS A HAWAii,10611867,10611867,10611867,10611867.0,117,0,0,1.0,1.0,1,1,117,10611867,1668,249
Bad Bunny,LOS PITS,16093832,16093832,16093832,16093832.0,42,0,0,1.0,1.0,1,1,42,16093832,1668,248
Bad Bunny,MERCEDES CAROTA,17088868,17088868,17088868,17088868.0,35,0,0,1.0,1.0,1,1,35,17088868,1668,248
Bad Bunny,MONACO,50039250,50039250,50039250,50039250.0,1,0,0,1.0,1.0,1,1,1,50039250,1668,248
Bad Bunny,MR. OCTOBER,21781265,21781265,21781265,21781265.0,20,0,0,1.0,1.0,1,1,20,21781265,1668,248
Bad Bunny,NADIE SABE,25254994,25254994,25254994,25254994.0,14,0,0,1.0,1.0,1,1,14,25254994,1668,248
Bad Bunny,NO ME QUIERO CASAR,15498813,15498813,15498813,15498813.0,48,0,0,1.0,1.0,1,1,48,15498813,1668,248
Bad Bunny,NUEVAYoL,25958600,25958600,25958600,25958600.0,11,0,0,1.0,1.0,1,1,11,25958600,1668,249
Bad Bunny,PERFuMITO NUEVO,19869999,19869999,19869999,19869999.0,24,0,0,1.0,1.0,1,1,24,19869999,1668,249
Bad Bunny,PERRO NEGRO,37721190,37721190,37721190,37721190.0,4,0,0,1.0,1.0,1,1,4,37721190,1668,248
Bad Bunny,PIToRRO DE COCO,10074140,10074140,10074140,10074140.0,105,0,0,1.0,1.0,1,1,105,10074140,1668,248
Bad Bunny,SEDA,22443120,22443120,22443120,22443120.0,18,0,0,1.0,1.0,1,1,18,22443120,1668,248
Bad Bunny,TELEFONO NUEVO,21710817,21710817,21710817,21710817.0,21,0,0,1.0,1.0,1,1,21,21710817,1668,248
Bad Bunny,THUNDER Y LIGHTNING,15897080,15897080,15897080,15897080.0,46,0,0,1.0,1.0,1,1,46,15897080,1668,248
Bad Bunny,TURiSTA,14482811,14482811,14482811,14482811.0,62,0,0,1.0,1.0,1,1,62,14482811,1668,249
Bad Bunny,UN PREVIEW,14817522,14817522,14817522,14817522.0,36,0,0,1.0,1.0,1,1,36,14817522,1668,248
Bad Bunny,Una Velita,11319074,11319074,11319074,11319074.0,104,0,0,1.0,1.0,1,1,104,11319074,1668,249
Bad Bunny,VOU 787,16811328,16811328,16811328,16811328.0,39,0,0,1.0,1.0,1,1,39,16811328,1668,248
Bad Bunny,VOY A LLeVARTE PA PR,23883252,23883252,23883252,23883252.0,16,0,0,1.0,1.0,1,1,16,23883252,1668,249
Bad Bunny,VUELVE CANDY B,14184763,14184763,14184763,14184763.0,52,0,0,1.0,1.0,1,1,52,14184763,1668,248
Bad Bunny,VeLD,21627630,21627630,21627630,21627630.0,19,0,0,1.0,1.0,1,1,19,21627630,1668,249
Bad Bunny,WELTiTA,18997436,18997436,18997436,18997436.0,25,0,0,1.0,1.0,1,1,25,18997436,1668,249
Bad Gyal,Chulo pt.2,8897661,8897661,8897661,8897661.0,146,0,0,1.0,1.0,1,1,146,8897661,0,325
Bakar,Hell N Back (feat. Summer Walker),8767247,8767247,8767247,8767247.0,176,0,0,1.0,1.0,1,1,176,8767247,0,51
Bayhan,Tiryakinim,9361371,9361371,9361371,9361371.0,175,0,0,1.0,1.0,1,1,175,9361371,0,44
Beat Record,Standing Next to You - Sped Up - Remix,15367818,15367818,15367818,15367818.0,41,0,0,1.0,1.0,1,17,41,15367818,0,222
Becky G,CHANEL,9715654,9715654,9715654,9715654.0,115,0,0,1.0,1.0,1,10,115,9715654,181,153
Bele,Mi Refe,10265545,10265545,10265545,10265545.0,125,0,0,1.0,1.0,1,1,125,10265545,14,14
Bele,mi refe,13304535,13304535,13304535,13304535.0,66,0,0,1.0,1.0,1,13,66,13304535,14,14
Bele,sobelove,8893125,8893125,8893125,8893125.0,171,0,0,1.0,1.0,1,1,171,8893125,14,14
Belinda,300 Noches,9569207,9569207,9569207,9569207.0,175,0,0,1.0,1.0,1,1,175,9569207,0,347
Bellakath,Reggaeton Champagne,8495219,8495219,8495219,8495219.0,179,0,0,1.0,1.0,1,1,179,8495219,9,160
Benson Boone,Beautiful Things,18220015,18220015,18220015,18220015.0,24,0,0,1.0,1.0,1,1,24,18220015,159,206
Benson Boone,Cry,9444217,9444217,9444217,9444217.0,144,0,0,1.0,1.0,1,1,144,9444217,159,206
Benson Boone,Mystical Magical,11327223,11327223,11327223,11327223.0,88,0,0,1.0,1.0,1,1,88,11327223,159,206
Benson Boone,Slow It Down,13300500,13300500,13300500,13300500.0,66,0,0,1.0,1.0,1,1,66,13300500,159,206
Benson Boone,Sorry I'm Here For Someone Else,9461615,9461615,9461615,9461615.0,139,0,0,1.0,1.0,1,1,139,9461615,159,206
Bernadya,Kata Mereka Ini Berlebihan,8957349,8957349,8957349,8957349.0,193,0,0,1.0,1.0,1,1,193,8957349,8,148
Bernadya,Satu Bulan,8965023,8965023,8965023,8965023.0,176,0,0,1.0,1.0,1,1,176,8965023,8,148
Bernadya,"Untungnya, Hidup Harus Tetap Berjalan",8818781,8818781,8818781,8818781.0,191,0,0,1.0,1.0,1,1,191,8818781,8,148
Beyonc,16 CARRIAGES,13218830,13218830,13218830,13218830.0,66,0,0,1.0,1.0,1,1,66,13218830,138,223
Beyonc,ALLIIGATOR TEARS,10266072,10266072,10266072,10266072.0,114,0,0,1.0,1.0,1,1,114,10266072,138,223
Beyonc,AMERIICAN REQUIEM,14595101,14595101,14595101,14595101.0,50,0,0,1.0,1.0,1,1,50,14595101,138,223
Beyonc,BLACKBIIRD,13991860,13991860,13991860,13991860.0,55,0,0,1.0,1.0,1,1,55,13991860,138,223
Beyonc,BODYGUARD,16778787,16778787,16778787,16778787.0,33,0,0,1.0,1.0,1,1,33,16778787,138,223
Beyonc,DAUGHTER,13778883,13778883,13778883,13778883.0,56,0,0,1.0,1.0,1,1,56,13778883,138,223
Beyonc,FLAMENCO,9098725,9098725,9098725,9098725.0,164,0,0,1.0,1.0,1,1,164,9098725,138,223
Beyonc,II HANDS II HEAVEN,8482086,8482086,8482086,8482086.0,192,0,0,1.0,1.0,1,1,192,8482086,138,223
Beyonc,II MOST WANTED,24775825,24775825,24775825,24775825.0,13,0,0,1.0,1.0,1,1,13,24775825,138,223
Beyonc,JOLENE,20528094,20528094,20528094,20528094.0,20,0,0,1.0,1.0,1,1,20,20528094,138,223
Beyonc,JUST FOR FUN,9639333,9639333,9639333,9639333.0,141,0,0,1.0,1.0,1,1,141,9639333,138,223
Beyonc,LEVII'S JEANS,14790840,14790840,14790840,14790840.0,48,0,0,1.0,1.0,1,1,48,14790840,138,223
Beyonc,MY HOUSE,10978414,10978414,10978414,10978414.0,107,0,0,1.0,1.0,1,1,107,10978414,138,223
Beyonc,MY ROSE,10192726,10192726,10192726,10192726.0,116,0,0,1.0,1.0,1,1,116,10192726,138,223
Beyonc,PROTECTOR,11235625,11235625,11235625,11235625.0,95,0,0,1.0,1.0,1,1,95,11235625,138,223
Beyonc,RIIVERDANCE,9617032,9617032,9617032,9617032.0,143,0,0,1.0,1.0,1,1,143,9617032,138,223
Beyonc,SMOKE HOUR  WILLIE NELSON,10027908,10027908,10027908,10027908.0,126,0,0,1.0,1.0,1,1,126,10027908,138,223
Beyonc,SPAGHETTII,13533767,13533767,13533767,13533767.0,58,0,0,1.0,1.0,1,1,58,13533767,138,223
Beyonc,TEXAS HOLD 'EM,17770893,17770893,17770893,17770893.0,31,0,0,1.0,1.0,1,1,31,17770893,138,223
Beyonc,TYRANT,10068729,10068729,10068729,10068729.0,124,0,0,1.0,1.0,1,1,124,10068729,138,223
Beyonc,YA YA,12374769,12374769,12374769,12374769.0,74,0,0,1.0,1.0,1,1,74,12374769,138,223
Bhavi,"BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix",12988234,12988234,12988234,12988234.0,91,0,0,1.0,1.0,1,1,91,12988234,0,108
Bibi Babydoll,Automotivo Bibi Fogosa,9821401,8552490,18373891,9186945.5,104,42,1268911,1.4038461538461537,1.1483674345132235,2,2,146,8552490,1,46
Bibi Babydoll,Automotivo Bibi Fogosa,9821401,8552490,18373891,9186945.5,104,42,1268911,1.4038461538461537,1.1483674345132235,2,2,146,8552490,1,150
Bibi Babydoll,Automotivo Bibi Fogosa,9821401,8552490,18373891,9186945.5,104,42,1268911,1.4038461538461537,1.1483674345132235,2,2,104,9821401,1,46
Bibi Babydoll,Automotivo Bibi Fogosa,9821401,8552490,18373891,9186945.5,104,42,1268911,1.4038461538461537,1.1483674345132235,2,2,104,9821401,1,150
Big One,Cuando Te Vi | CROSSOVER #5,8747613,8747613,8747613,8747613.0,195,0,0,1.0,1.0,1,1,195,8747613,18,104
BigXthaPlug,All The Way (feat. Bailey Zimmerman),9745617,9745617,9745617,9745617.0,131,0,0,1.0,1.0,1,1,131,9745617,0,50
Bill Withers,Ain't No Sunshine,8230254,8230254,8230254,8230254.0,200,0,0,1.0,1.0,1,1,200,8230254,0,67
Billie Eilish,BIRDS OF A FEATHER,46943792,46943792,46943792,46943792.0,7,0,0,1.0,1.0,1,1,7,46943792,1348,75
Billie Eilish,BITTERSUITE,24632669,24632669,24632669,24632669.0,25,0,0,1.0,1.0,1,1,25,24632669,1348,75
Billie Eilish,BLUE,32335447,32335447,32335447,32335447.0,17,0,0,1.0,1.0,1,1,17,32335447,1348,75
Billie Eilish,CHIHIRO,56145760,56145760,56145760,56145760.0,5,0,0,1.0,1.0,1,1,5,56145760,1348,75
Billie Eilish,LAMOUR DE MA VIE,30670703,30670703,30670703,30670703.0,19,0,0,1.0,1.0,1,1,19,30670703,1348,75
Billie Eilish,LUNCH,65579921,65579921,65579921,65579921.0,2,0,0,1.0,1.0,1,1,2,65579921,1348,75
Billie Eilish,SKINNY,33527397,33527397,33527397,33527397.0,16,0,0,1.0,1.0,1,1,16,33527397,1348,75
Billie Eilish,THE DINER,25824822,25824822,25824822,25824822.0,23,0,0,1.0,1.0,1,1,23,25824822,1348,75
Billie Eilish,THE GREATEST,30132050,30132050,30132050,30132050.0,20,0,0,1.0,1.0,1,1,20,30132050,1348,75
Billie Eilish,WILDFLOWER,33697051,33697051,33697051,33697051.0,15,0,0,1.0,1.0,1,1,15,33697051,1348,75
Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",19638005,19638005,19638005,19638005.0,18,0,0,1.0,1.0,1,1,18,19638005,1348,75
Bing Crosby,Mele Kalikimaka (Merry Christmas),9617699,9617699,9617699,9617699.0,184,0,0,1.0,1.0,1,4,184,9617699,51,113
Bing Crosby,Mele Kalikimaka - New mono-to-stereo mix,9141795,9141795,9141795,9141795.0,178,0,0,1.0,1.0,1,2,178,9141795,51,122
Bing Crosby,White Christmas,8938452,8938452,8938452,8938452.0,160,0,0,1.0,1.0,1,30,160,8938452,51,115
Bing Crosby,White Christmas - 1947 Version,12251187,12251187,12251187,12251187.0,101,0,0,1.0,1.0,1,35,101,12251187,51,113
Bing Crosby,Winter Wonderland - Remastered 2006,12393186,12393186,12393186,12393186.0,126,0,0,1.0,1.0,1,6,126,12393186,51,61
Bizarrap,Entre las de 20,12988709,12988709,12988709,12988709.0,63,0,0,1.0,1.0,1,1,63,12988709,244,70
Bizarrap,Fruto,14726311,14726311,14726311,14726311.0,42,0,0,1.0,1.0,1,1,42,14726311,244,70
Bizarrap,"Milo J: Bzrp Music Sessions, Vol. 57",24048817,24048817,24048817,24048817.0,13,0,0,1.0,1.0,1,1,13,24048817,244,70
Bizarrap,"Natanael Cano: Bzrp Music Sessions, Vol. 59",23090385,23090385,23090385,23090385.0,17,0,0,1.0,1.0,1,1,17,23090385,244,70
Bizarrap,No soy Eterno,9739072,9739072,9739072,9739072.0,121,0,0,1.0,1.0,1,1,121,9739072,244,70
Bizarrap,"Peso Pluma: Bzrp Music Sessions, Vol. 55",7913713,7913713,7913713,7913713.0,182,0,0,1.0,1.0,1,1,182,7913713,244,70
Bizarrap,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",21235230,21235230,21235230,21235230.0,14,0,0,1.0,1.0,1,1,14,21235230,244,70
Bizarrap,Toy en el Mic,10123190,10123190,10123190,10123190.0,106,0,0,1.0,1.0,1,1,106,10123190,244,70
