main_artist,artist_names,art_dict
LISA,Doja Cat - RAYE,"{'LISA': [' RAYE', 'Doja Cat ']}"
LISA,Future,{'LISA': ['Future']}
LISA,,{'LISA': ['']}
LISA,ROSALA,{'LISA': ['ROSALA']}
LIT killah,Rusherking - FMK - Duki - Emilia - Maria Becerra - Tiago PZK - Big One,"{'LIT killah': [' Big One', 'Rusherking ', ' Maria Becerra ', ' FMK ', ' Duki ', ' Tiago PZK ', ' Emilia ']}"
LX,Sa4 - Gzuz - Maxwell - Bonez MC,"{'LX': [' Gzuz ', 'Sa4 ', ' Maxwell ', ' Bonez MC']}"
La Adictiva,Luis R Conriquez,{'La Adictiva': ['Luis R Conriquez']}
La La Land Cast,,{'La La Land Cast': ['']}
La Oreja de Van Gogh,,{'La Oreja de Van Gogh': ['']}
La Pantera,Juseph - Abhir Hathi - EL IMA - Cruz Cafun - Bejo - Quevedo,"{'La Pantera': [' Quevedo', ' Cruz Cafun ', ' Abhir Hathi ', ' Bejo ', ' EL IMA ', 'Juseph ']}"
La rappresentante di lista,,{'La rappresentante di lista': ['']}
Labrinth,Zendaya,{'Labrinth': ['Zendaya']}
Labrinth,,{'Labrinth': ['']}
Lady Gaga,,{'Lady Gaga': ['']}
Lady Gaga,Bruno Mars,{'Lady Gaga': ['Bruno Mars']}
Lady Gaga,Bradley Cooper,{'Lady Gaga': ['Bradley Cooper']}
Lady Gaga,Colby O'Donis,"{'Lady Gaga': [""Colby O'Donis""]}"
Lady Gaga,Gesaffelstein,{'Lady Gaga': ['Gesaffelstein']}
Lady Gaga,Ariana Grande,{'Lady Gaga': ['Ariana Grande']}
Lady Gaga,Elton John,{'Lady Gaga': ['Elton John']}
Lady Gaga,BLACKPINK,{'Lady Gaga': ['BLACKPINK']}
Lana Del Rey,,{'Lana Del Rey': ['']}
Lana Del Rey,Stevie Nicks,{'Lana Del Rey': ['Stevie Nicks']}
Lana Del Rey,A$AP Rocky,{'Lana Del Rey': ['A$AP Rocky']}
Lana Del Rey,The Weeknd,{'Lana Del Rey': ['The Weeknd']}
Lana Del Rey,Playboi Carti - A$AP Rocky,"{'Lana Del Rey': [' A$AP Rocky', 'Playboi Carti ']}"
Lasso,,{'Lasso': ['']}
Lauana Prado,,{'Lauana Prado': ['']}
Laufey,,{'Laufey': ['']}
Lauren Spencer Smith,,{'Lauren Spencer Smith': ['']}
Lauv,,{'Lauv': ['']}
Lauv,Conan Gray,{'Lauv': ['Conan Gray']}
Lauv,LANY,{'Lauv': ['LANY']}
Lauv,Julia Michaels,{'Lauv': ['Julia Michaels']}
Lauv,BTS,{'Lauv': ['BTS']}
Lauv,Anne-Marie,"{'Lauv': ['Marie', 'Anne']}"
Lauv,Troye Sivan,{'Lauv': ['Troye Sivan']}
Lay Bankz,,{'Lay Bankz': ['']}
Lazza,,{'Lazza': ['']}
League of Legends,NewJeans,{'League of Legends': ['NewJeans']}
Leah Kate,,{'Leah Kate': ['']}
Lele Pons,,{'Lele Pons': ['']}
Lele Pons,Guaynaa,{'Lele Pons': ['Guaynaa']}
Leo Santana,,{'Leo Santana': ['']}
Leon Thomas,,{'Leon Thomas': ['']}
Leona Lewis,,{'Leona Lewis': ['']}
Leslie Grace,Noriel,{'Leslie Grace': ['Noriel']}
Lewis Capaldi,,{'Lewis Capaldi': ['']}
LiL CaKe,Migrantes - Nico Valdi,"{'LiL CaKe': [' Nico Valdi', 'Migrantes ']}"
Liam Payne,,{'Liam Payne': ['']}
Liam Payne,J Balvin,{'Liam Payne': ['J Balvin']}
Liam Payne,Rita Ora,{'Liam Payne': ['Rita Ora']}
Liam Payne,Dixie,{'Liam Payne': ['Dixie']}
Liam Payne,Quavo,{'Liam Payne': ['Quavo']}
Libianca,,{'Libianca': ['']}
Lil Baby,Gunna,{'Lil Baby': ['Gunna']}
Lil Baby,,{'Lil Baby': ['']}
Lil Baby,Lil Uzi Vert,{'Lil Baby': ['Lil Uzi Vert']}
Lil Baby,Young Thug - Future,"{'Lil Baby': ['Young Thug ', ' Future']}"
Lil Baby,Lil Durk - Travis Scott,"{'Lil Baby': [' Travis Scott', 'Lil Durk ']}"
Lil Baby,Future,{'Lil Baby': ['Future']}
Lil Baby,Gunna - Drake,"{'Lil Baby': [' Drake', 'Gunna ']}"
Lil Baby,Lil Durk - NAV - Gunna,"{'Lil Baby': [' NAV ', ' Gunna', 'Lil Durk ']}"
Lil Baby,Nardo Wick,{'Lil Baby': ['Nardo Wick']}
Lil Baby,EST Gee,{'Lil Baby': ['EST Gee']}
Lil Baby,Meek Mill,{'Lil Baby': ['Meek Mill']}
Lil Baby,Lil Durk,{'Lil Baby': ['Lil Durk']}
Lil Baby,42 Dugg,{'Lil Baby': ['42 Dugg']}
Lil Baby,Drake,{'Lil Baby': ['Drake']}
Lil Dicky,,{'Lil Dicky': ['']}
Lil Dicky,Chris Brown,{'Lil Dicky': ['Chris Brown']}
Lil Durk,J. Cole,{'Lil Durk': ['J. Cole']}
Lil Durk,Morgan Wallen,{'Lil Durk': ['Morgan Wallen']}
Lil Mabu,,{'Lil Mabu': ['']}
Lil Mosey,,{'Lil Mosey': ['']}
Lil Mosey,Gunna,{'Lil Mosey': ['Gunna']}
Lil Nas X,Miley Cyrus,{'Lil Nas X': ['Miley Cyrus']}
Lil Nas X,,{'Lil Nas X': ['']}
Lil Nas X,Megan Thee Stallion,{'Lil Nas X': ['Megan Thee Stallion']}
Lil Nas X,Jack Harlow,{'Lil Nas X': ['Jack Harlow']}
Lil Nas X,YoungBoy Never Broke Again,{'Lil Nas X': ['YoungBoy Never Broke Again']}
Lil Nas X,Elton John,{'Lil Nas X': ['Elton John']}
Lil Nas X,BTS - RM,"{'Lil Nas X': ['BTS ', ' RM']}"
Lil Nas X,Billy Ray Cyrus,{'Lil Nas X': ['Billy Ray Cyrus']}
Lil Nas X,Billy Ray Cyrus - Mason Ramsey - Young Thug,"{'Lil Nas X': [' Young Thug', ' Mason Ramsey ', 'Billy Ray Cyrus ']}"
Lil Nas X,DaBaby,{'Lil Nas X': ['DaBaby']}
Lil Nas X,Cardi B,{'Lil Nas X': ['Cardi B']}
Lil Nas X,Doja Cat,{'Lil Nas X': ['Doja Cat']}
Lil Peep,Lil Tracy,{'Lil Peep': ['Lil Tracy']}
Lil Peep,,{'Lil Peep': ['']}
Lil Peep,XXXTENTACION,{'Lil Peep': ['XXXTENTACION']}
Lil Peep,ILOVEMAKONNEN - Fall Out Boy,"{'Lil Peep': ['ILOVEMAKONNEN ', ' Fall Out Boy']}"
Lil Pump,Lil Wayne,{'Lil Pump': ['Lil Wayne']}
Lil Pump,,{'Lil Pump': ['']}
Lil Pump,Lil Uzi Vert,{'Lil Pump': ['Lil Uzi Vert']}
Lil Skies,Gucci Mane,{'Lil Skies': ['Gucci Mane']}
Lil Skies,,{'Lil Skies': ['']}
Lil Skies,Landon Cube,{'Lil Skies': ['Landon Cube']}
Lil Tecca,,{'Lil Tecca': ['']}
Lil Tecca,Lil Uzi Vert,{'Lil Tecca': ['Lil Uzi Vert']}
Lil Tecca,Gunna,{'Lil Tecca': ['Gunna']}
Lil Tecca,Juice WRLD,{'Lil Tecca': ['Juice WRLD']}
Lil Tjay,,{'Lil Tjay': ['']}
Lil Tjay,6LACK,{'Lil Tjay': ['6LACK']}
Lil Tjay,Fivio Foreign - Polo G,"{'Lil Tjay': [' Polo G', 'Fivio Foreign ']}"
Lil Tjay,Fivio Foreign - Kay Flock,"{'Lil Tjay': ['Fivio Foreign ', ' Kay Flock']}"
Lil Tjay,Offset - Moneybagg Yo,"{'Lil Tjay': ['Offset ', ' Moneybagg Yo']}"
Lil Tjay,Fivio Foreign - Pop Smoke,"{'Lil Tjay': [' Pop Smoke', 'Fivio Foreign ']}"
Lil Uzi Vert,,{'Lil Uzi Vert': ['']}
Lil Uzi Vert,Travis Scott,{'Lil Uzi Vert': ['Travis Scott']}
Lil Uzi Vert,Chief Keef,{'Lil Uzi Vert': ['Chief Keef']}
Lil Uzi Vert,WanMor,{'Lil Uzi Vert': ['WanMor']}
Lil Uzi Vert,Nicki Minaj,{'Lil Uzi Vert': ['Nicki Minaj']}
Lil Uzi Vert,Young Thug,{'Lil Uzi Vert': ['Young Thug']}
Lil Uzi Vert,NAV,{'Lil Uzi Vert': ['NAV']}
Lil Uzi Vert,Pharrell Williams,{'Lil Uzi Vert': ['Pharrell Williams']}
Lil Uzi Vert,Gunna - Young Thug,"{'Lil Uzi Vert': ['Gunna ', ' Young Thug']}"
Lil Uzi Vert,Nicki Minaj - Oh Wonder,"{'Lil Uzi Vert': [' Oh Wonder', 'Nicki Minaj ']}"
Lil Uzi Vert,Oh Wonder,{'Lil Uzi Vert': ['Oh Wonder']}
Lil Uzi Vert,The Weeknd,{'Lil Uzi Vert': ['The Weeknd']}
Lil Uzi Vert,Syd - WanMor,"{'Lil Uzi Vert': [' WanMor', 'Syd ']}"
Lil Uzi Vert,Future,{'Lil Uzi Vert': ['Future']}
Lil Uzi Vert,ARIZONATEARS - sped up nightcore,"{'Lil Uzi Vert': [' sped up nightcore', 'ARIZONATEARS ']}"
Lil Uzi Vert,21 Savage,{'Lil Uzi Vert': ['21 Savage']}
Lil Wayne,,{'Lil Wayne': ['']}
Lil Wayne,Nicki Minaj,{'Lil Wayne': ['Nicki Minaj']}
Lil Wayne,XXXTENTACION,{'Lil Wayne': ['XXXTENTACION']}
Lil Wayne,Nivea,{'Lil Wayne': ['Nivea']}
Lil Wayne,Snoop Dogg,{'Lil Wayne': ['Snoop Dogg']}
Lil Wayne,Reginae Carter,{'Lil Wayne': ['Reginae Carter']}
Lil Wayne,Lil Baby - Big Sean,"{'Lil Wayne': [' Big Sean', 'Lil Baby ']}"
Lil Wayne,Travis Scott,{'Lil Wayne': ['Travis Scott']}
Lil Wayne,Kendrick Lamar,{'Lil Wayne': ['Kendrick Lamar']}
Lil Wayne,Drake,{'Lil Wayne': ['Drake']}
Lil Wayne,Ashanti - Mack Maine,"{'Lil Wayne': [' Mack Maine', 'Ashanti ']}"
Lil Wayne,X Ambassadors - Wiz Khalifa - Ty Dolla $ign - Logic - Imagine Dragons,"{'Lil Wayne': ['X Ambassadors ', ' Ty Dolla $ign ', ' Wiz Khalifa ', ' Logic ', ' Imagine Dragons']}"
Lil Wayne,Swizz Beatz,{'Lil Wayne': ['Swizz Beatz']}
Lil Wayne,Sosamann,{'Lil Wayne': ['Sosamann']}
Lil Xan,,{'Lil Xan': ['']}
Lil Yachty,Trippie Redd,{'Lil Yachty': ['Trippie Redd']}
Lil Yachty,Playboi Carti,{'Lil Yachty': ['Playboi Carti']}
Lil Yachty,DaBaby - Drake,"{'Lil Yachty': ['DaBaby ', ' Drake']}"
Lil Yachty,Migos,{'Lil Yachty': ['Migos']}
Lil Yachty,,{'Lil Yachty': ['']}
Lil Yachty,The Creator - Tyler - Tierra Whack - A$AP Rocky,"{'Lil Yachty': ['The Creator ', ' Tierra Whack ', ' Tyler ', ' A$AP Rocky']}"
Lil Yachty,Juice WRLD,{'Lil Yachty': ['Juice WRLD']}
Linkin Park,,{'Linkin Park': ['']}
Linkin Park,Stormzy - Pusha T,"{'Linkin Park': ['Stormzy ', ' Pusha T']}"
Linkin Park,Kiiara,{'Linkin Park': ['Kiiara']}
Lithe,,{'Lithe': ['']}
Little Mix,,{'Little Mix': ['']}
Little Mix,Machine Gun Kelly,{'Little Mix': ['Machine Gun Kelly']}
Little Mix,Stormzy,{'Little Mix': ['Stormzy']}
Little Mix,Nicki Minaj,{'Little Mix': ['Nicki Minaj']}
Lizzo,,{'Lizzo': ['']}
Lizzo,Ariana Grande,{'Lizzo': ['Ariana Grande']}
Lizzo,Cardi B,{'Lizzo': ['Cardi B']}
Lizzy McAlpine,,{'Lizzy McAlpine': ['']}
Lo Foguete,,{'Lo Foguete': ['']}
Logic,Khalid - Alessia Cara,"{'Logic': ['Khalid ', ' Alessia Cara']}"
Logic,,{'Logic': ['']}
Logic,No I.D. - Chuck D - Black Thought - Big Lenbo,"{'Logic': [' Black Thought ', ' Chuck D ', ' Big Lenbo', 'No I.D. ']}"
Logic,Damian Lemar Hudson,{'Logic': ['Damian Lemar Hudson']}
Logic,G-Eazy,"{'Logic': ['G', 'Eazy']}"
Logic,Killer Mike,{'Logic': ['Killer Mike']}
Logic,Marshmello,{'Logic': ['Marshmello']}
Logic,Eminem,{'Logic': ['Eminem']}
Logic,Jaden,{'Logic': ['Jaden']}
Logic,Gucci Mane,{'Logic': ['Gucci Mane']}
Logic,Wiz Khalifa,{'Logic': ['Wiz Khalifa']}
Logic,Juicy J,{'Logic': ['Juicy J']}
Logic,Ansel Elgort,{'Logic': ['Ansel Elgort']}
Logic,Ryan Tedder,{'Logic': ['Ryan Tedder']}
Logic,2 Chainz,{'Logic': ['2 Chainz']}
Logic,Young Sinatra,{'Logic': ['Young Sinatra']}
Logic,Big Sean,{'Logic': ['Big Sean']}
Logic,RZA - Jackpot Scotty Wotty - Masta Killa - GZA - U-God - Method Man - Inspectah Deck - Raekwon - Cappadonna - Ghostface Killah,"{'Logic': [' GZA ', ' Method Man ', 'RZA ', ' Cappadonna ', ' Raekwon ', 'God ', ' U', ' Ghostface Killah', ' Inspectah Deck ', ' Jackpot Scotty Wotty ', ' Masta Killa ']}"
Lola Indigo,Quevedo,{'Lola Indigo': ['Quevedo']}
Lola Young,,{'Lola Young': ['']}
Lomiiel,,{'Lomiiel': ['']}
Lord Huron,,{'Lord Huron': ['']}
Lorde,,{'Lorde': ['']}
Lorde,Khalid - Post Malone - SZA,"{'Lorde': [' Post Malone ', 'Khalid ', ' SZA']}"
Loredana,Rymez,{'Loredana': ['Rymez']}
Loredana,Mozzik,{'Loredana': ['Mozzik']}
Loredana,,{'Loredana': ['']}
Loredana,MERO,{'Loredana': ['MERO']}
Loreen,,{'Loreen': ['']}
Loren Allred,,{'Loren Allred': ['']}
Los Dareyes De La Sierra,Tito Double P,{'Los Dareyes De La Sierra': ['Tito Double P']}
Los Legendarios,Wisin - Jhayco,"{'Los Legendarios': ['Wisin ', ' Jhayco']}"
Los ngeles Azules,Emilia,{'Los ngeles Azules': ['Emilia']}
Lost Frequencies,Tom Odell,{'Lost Frequencies': ['Tom Odell']}
Lost Frequencies,Calum Scott,{'Lost Frequencies': ['Calum Scott']}
Loud Luxury,Brando,{'Loud Luxury': ['Brando']}
Loud Luxury,anders,{'Loud Luxury': ['anders']}
Louis The Child,Wafia,{'Louis The Child': ['Wafia']}
Louis Tomlinson,Bebe Rexha - Digital Farm Animals,"{'Louis Tomlinson': ['Bebe Rexha ', ' Digital Farm Animals']}"
Louis Tomlinson,,{'Louis Tomlinson': ['']}
Luan Pereira,Mc Daniel - MC Ryan SP,"{'Luan Pereira': [' MC Ryan SP', 'Mc Daniel ']}"
Luan Santana,,{'Luan Santana': ['']}
Luan Santana,Ana Castela,{'Luan Santana': ['Ana Castela']}
Luar La L,,{'Luar La L': ['']}
Luch,Sfera Ebbasta,{'Luch': ['Sfera Ebbasta']}
Luciano,BIA - Aitch,"{'Luciano': [' Aitch', 'BIA ']}"
Luciano,,{'Luciano': ['']}
Luciano,Shirin David,{'Luciano': ['Shirin David']}
Luciano,Samra,{'Luciano': ['Samra']}
Lucio Corsi,,{'Lucio Corsi': ['']}
Luis Fonsi,Stefflon Don,{'Luis Fonsi': ['Stefflon Don']}
Luis Fonsi,Nicky Jam - Sebastian Yatra,"{'Luis Fonsi': ['Nicky Jam ', ' Sebastian Yatra']}"
Luis Fonsi,Daddy Yankee,{'Luis Fonsi': ['Daddy Yankee']}
Luis Fonsi,Justin Bieber - Daddy Yankee,"{'Luis Fonsi': ['Justin Bieber ', ' Daddy Yankee']}"
Luis Fonsi,Ozuna,{'Luis Fonsi': ['Ozuna']}
Luis Fonsi,Demi Lovato,{'Luis Fonsi': ['Demi Lovato']}
Luis R Conriquez,Peso Pluma,{'Luis R Conriquez': ['Peso Pluma']}
Luis R Conriquez,Peso Pluma - Tony Aguirre,"{'Luis R Conriquez': [' Tony Aguirre', 'Peso Pluma ']}"
Luis R Conriquez,Neton Vega,{'Luis R Conriquez': ['Neton Vega']}
Lukas Graham,,{'Lukas Graham': ['']}
Luke Christopher,,{'Luke Christopher': ['']}
Luke Combs,,{'Luke Combs': ['']}
Lunay,Ozuna - Anuel AA,"{'Lunay': [' Anuel AA', 'Ozuna ']}"
Lunay,Myke Towers - Rauw Alejandro - Chencho Corleone - Ozuna,"{'Lunay': [' Chencho Corleone ', 'Myke Towers ', ' Ozuna', ' Rauw Alejandro ']}"
Lunay,Chris Jedi - Gaby Music,"{'Lunay': [' Gaby Music', 'Chris Jedi ']}"
Lunay,Gaby Music - Chris Jedi,"{'Lunay': [' Chris Jedi', 'Gaby Music ']}"
Lunay,Daddy Yankee - Bad Bunny,"{'Lunay': ['Daddy Yankee ', ' Bad Bunny']}"
Lusa Sonza,,{'Lusa Sonza': ['']}
Lusa Sonza,Pabllo Vittar - Anitta,"{'Lusa Sonza': [' Anitta', 'Pabllo Vittar ']}"
Lusa Sonza,Demi Lovato,{'Lusa Sonza': ['Demi Lovato']}
Lusa Sonza,KayBlack,{'Lusa Sonza': ['KayBlack']}
Luude,Colin Hay,{'Luude': ['Colin Hay']}
M,,{'M': ['']}
MACHETE,Salmo - Lazza,"{'MACHETE': [' Lazza', 'Salmo ']}"
MACHETE,Salmo - Nitro - Marracash,"{'MACHETE': ['Salmo ', ' Marracash', ' Nitro ']}"
MACHETE,Fabri Fibra - thasup - Dani Faiv,"{'MACHETE': ['Fabri Fibra ', ' Dani Faiv', ' thasup ']}"
MARINA,,{'MARINA': ['']}
MAX,SUGA,{'MAX': ['SUGA']}
MAX,,{'MAX': ['']}
MAX,Quinn XCII,{'MAX': ['Quinn XCII']}
MC Caverinha,KayBlack - Wall Hein,"{'MC Caverinha': [' Wall Hein', 'KayBlack ']}"
MC Fioti,J Balvin - Future - Stefflon Don - Juan Magn,"{'MC Fioti': [' Stefflon Don ', ' Juan Magn', ' Future ', 'J Balvin ']}"
MC G15,,{'MC G15': ['']}
MC K.K,Dj TG Beats - Dj Aurlio - MC Lipivox,"{'MC K.K': [' MC Lipivox', 'Dj TG Beats ', ' Dj Aurlio ']}"
MC Kevin o Chris,,{'MC Kevin o Chris': ['']}
MC Kevin o Chris,Dj Nk Da Serra,{'MC Kevin o Chris': ['Dj Nk Da Serra']}
MC Kevinho,,{'MC Kevinho': ['']}
MC L da Vinte,MC Gury,{'MC L da Vinte': ['MC Gury']}
MC LUUKY,DJ JB Mix,{'MC LUUKY': ['DJ JB Mix']}
MC Levin,DJ Kaioken - DJ Nikolas Alves Exclusive - DJ Gege,"{'MC Levin': [' DJ Nikolas Alves Exclusive ', ' DJ Gege', 'DJ Kaioken ']}"
MC Loma e As Gmeas Lacrao,,{'MC Loma e As Gmeas Lacrao': ['']}
MC MENOR HR,DJ ESCOBAR - MC MENOR SG,"{'MC MENOR HR': ['DJ ESCOBAR ', ' MC MENOR SG']}"
MC MM,DJ RD,{'MC MM': ['DJ RD']}
MC Rogerinho,,{'MC Rogerinho': ['']}
MC Tairon,Dj Win - Mc Vitin Da Igrejinha,"{'MC Tairon': [' Mc Vitin Da Igrejinha', 'Dj Win ']}"
MC Tuto,DJ Glenner,{'MC Tuto': ['DJ Glenner']}
MC Xenon,Os Gemeos da Putaria,{'MC Xenon': ['Os Gemeos da Putaria']}
MC Zaquin,MC Rick,{'MC Zaquin': ['MC Rick']}
MC's Jhowzinho & Kadinho,,"{""MC's Jhowzinho & Kadinho"": ['']}"
MEDUZA,Elley Duh - FAST BOY - James Carter,"{'MEDUZA': [' FAST BOY ', ' James Carter', 'Elley Duh ']}"
MEDUZA,Becky Hill - Goodboys,"{'MEDUZA': [' Goodboys', 'Becky Hill ']}"
MEDUZA,Dermot Kennedy,{'MEDUZA': ['Dermot Kennedy']}
MEDUZA,Goodboys,{'MEDUZA': ['Goodboys']}
MEDUZA,Hozier,{'MEDUZA': ['Hozier']}
MERO,,{'MERO': ['']}
MKTO,,{'MKTO': ['']}
MUSIC LAB JPN,,{'MUSIC LAB JPN': ['']}
MXZI,,{'MXZI': ['']}
MYA,TINI - Duki,"{'MYA': ['TINI ', ' Duki']}"
Maanu,Annural Khalid,{'Maanu': ['Annural Khalid']}
Mabel,,{'Mabel': ['']}
Mac DeMarco,,{'Mac DeMarco': ['']}
Mac Miller,,{'Mac Miller': ['']}
Mac Miller,The Temper Trap,{'Mac Miller': ['The Temper Trap']}
Mac Miller,Miguel,{'Mac Miller': ['Miguel']}
Machine Gun Kelly,Hailee Steinfeld,{'Machine Gun Kelly': ['Hailee Steinfeld']}
Machine Gun Kelly,Camila Cabello,{'Machine Gun Kelly': ['Camila Cabello']}
Machine Gun Kelly,CORPSE,{'Machine Gun Kelly': ['CORPSE']}
Machine Gun Kelly,Bebe Rexha - X Ambassadors,"{'Machine Gun Kelly': ['Bebe Rexha ', ' X Ambassadors']}"
Machine Gun Kelly,YUNGBLUD - Travis Barker,"{'Machine Gun Kelly': [' Travis Barker', 'YUNGBLUD ']}"
Machine Gun Kelly,,{'Machine Gun Kelly': ['']}
Machine Gun Kelly,Lil Wayne,{'Machine Gun Kelly': ['Lil Wayne']}
Machine Gun Kelly,WILLOW,{'Machine Gun Kelly': ['WILLOW']}
Machine Gun Kelly,Halsey,{'Machine Gun Kelly': ['Halsey']}
Machine Gun Kelly,Kellin Quinn,{'Machine Gun Kelly': ['Kellin Quinn']}
Machine Gun Kelly,blackbear,{'Machine Gun Kelly': ['blackbear']}
Machine Gun Kelly,Bring Me The Horizon,{'Machine Gun Kelly': ['Bring Me The Horizon']}
Macklemore,Ryan Lewis - Macklemore & Ryan Lewis - Ray Dalton,"{'Macklemore': [' Macklemore & Ryan Lewis ', 'Ryan Lewis ', ' Ray Dalton']}"
Macklemore,Skylar Grey,{'Macklemore': ['Skylar Grey']}
Macklemore,Kesha,{'Macklemore': ['Kesha']}
Macklemore,Lil Yachty,{'Macklemore': ['Lil Yachty']}
Macklemore & Ryan Lewis,Macklemore - Ryan Lewis - Ray Dalton,"{'Macklemore & Ryan Lewis': ['Macklemore ', ' Ryan Lewis ', ' Ray Dalton']}"
Madame,,{'Madame': ['']}
Madison Beer,,{'Madison Beer': ['']}
Madison Beer,Offset,{'Madison Beer': ['Offset']}
Mae Stephens,,{'Mae Stephens': ['']}
Maes,Booba,{'Maes': ['Booba']}
Maggie Lindemann,CADE - Cheat Codes,"{'Maggie Lindemann': ['CADE ', ' Cheat Codes']}"
Mahalini,,{'Mahalini': ['']}
Mahmood,BLANCO,{'Mahmood': ['BLANCO']}
Mahmood,,{'Mahmood': ['']}
Maisak,Feid,{'Maisak': ['Feid']}
Maite Perroni,Cali Y El Dandee,{'Maite Perroni': ['Cali Y El Dandee']}
Majestic,Boney M.,{'Majestic': ['Boney M.']}
Major Lazer,M - Justin Bieber,"{'Major Lazer': ['M ', ' Justin Bieber']}"
Major Lazer,Camila Cabello - Quavo - Travis Scott,"{'Major Lazer': [' Quavo ', ' Travis Scott', 'Camila Cabello ']}"
Major Lazer,M - DJ Snake,"{'Major Lazer': ['M ', ' DJ Snake']}"
Major Lazer,Nyla - Fuse ODG,"{'Major Lazer': [' Fuse ODG', 'Nyla ']}"
Major Lazer,El Alfa - J Balvin - Diplo,"{'Major Lazer': [' J Balvin ', ' Diplo', 'El Alfa ']}"
Major Lazer,PARTYNEXTDOOR - Nicki Minaj,"{'Major Lazer': [' Nicki Minaj', 'PARTYNEXTDOOR ']}"
Major Lazer,Pabllo Vittar - Anitta,"{'Major Lazer': [' Anitta', 'Pabllo Vittar ']}"
Major Lazer,Khalid - Death Stranding: Timefall - Diplo,"{'Major Lazer': [' Diplo', ' Death Stranding: Timefall ', 'Khalid ']}"
Maki,,{'Maki': ['']}
Malcolm Todd,,{'Malcolm Todd': ['']}
Malu,DJ Lucas Beat,{'Malu': ['DJ Lucas Beat']}
Maluma,,{'Maluma': ['']}
Maluma,Rauw Alejandro - Bele - Mambo Kingz - DJ Luian - Darell,"{'Maluma': [' DJ Luian ', ' Mambo Kingz ', ' Darell', 'Rauw Alejandro ', ' Bele ']}"
Maluma,Nego do Borel,{'Maluma': ['Nego do Borel']}
Maluma,Noriel - Bryant Myers - Trap Capos - Juhn,"{'Maluma': ['Noriel ', ' Bryant Myers ', ' Trap Capos ', ' Juhn']}"
Maluma,French Montana,{'Maluma': ['French Montana']}
Maluma,The Weeknd,{'Maluma': ['The Weeknd']}
Maluma,Myke Towers,{'Maluma': ['Myke Towers']}
Maluma,Lenny Tavrez - Justin Quiles,"{'Maluma': [' Justin Quiles', 'Lenny Tavrez ']}"
Maluma,J Balvin,{'Maluma': ['J Balvin']}
Maluma,Carin Leon,{'Maluma': ['Carin Leon']}
Mambo Kingz,Anuel AA - DJ Luian - KAROL G - Arcngel,"{'Mambo Kingz': [' DJ Luian ', ' KAROL G ', 'Anuel AA ', ' Arcngel']}"
Manan Bhardwaj,Bhupinder Babbal,{'Manan Bhardwaj': ['Bhupinder Babbal']}
Manu,Simone Mendes,{'Manu': ['Simone Mendes']}
Manuel Turizo,,{'Manuel Turizo': ['']}
Manuel Turizo,Ozuna,{'Manuel Turizo': ['Ozuna']}
Manuel Turizo,Myke Towers - Rauw Alejandro,"{'Manuel Turizo': [' Rauw Alejandro', 'Myke Towers ']}"
Manuel Turizo,Anuel AA,{'Manuel Turizo': ['Anuel AA']}
Marc Anthony,Will Smith - Bad Bunny,"{'Marc Anthony': ['Will Smith ', ' Bad Bunny']}"
Marc E. Bassy,G-Eazy,"{'Marc E. Bassy': ['G', 'Eazy']}"
Marc Segu,Pol Granch - Rauw Alejandro,"{'Marc Segu': [' Rauw Alejandro', 'Pol Granch ']}"
Marco Mengoni,,{'Marco Mengoni': ['']}
Maren Morris,,{'Maren Morris': ['']}
Mari Fernandez,Z Felipe,{'Mari Fernandez': ['Z Felipe']}
Mari Fernandez,,{'Mari Fernandez': ['']}
Mari Fernandez,Marcynho Sensao,{'Mari Fernandez': ['Marcynho Sensao']}
Maria Becerra,,{'Maria Becerra': ['']}
Maria Becerra,Becky G,{'Maria Becerra': ['Becky G']}
Mariah Carey,,{'Mariah Carey': ['']}
Mariah Carey,Ariana Grande - Jennifer Hudson,"{'Mariah Carey': ['Ariana Grande ', ' Jennifer Hudson']}"
Marian Hill,,{'Marian Hill': ['']}
Mark Ambor,,{'Mark Ambor': ['']}
Mark Ronson,Camila Cabello,{'Mark Ronson': ['Camila Cabello']}
Mark Ronson,Miley Cyrus,{'Mark Ronson': ['Miley Cyrus']}
Mark Ronson,Bruno Mars,{'Mark Ronson': ['Bruno Mars']}
Marlia Mendona,,{'Marlia Mendona': ['']}
Marlia Mendona,Maiara & Maraisa,{'Marlia Mendona': ['Maiara & Maraisa']}
Maroon 5,Megan Thee Stallion,{'Maroon 5': ['Megan Thee Stallion']}
Maroon 5,Future,{'Maroon 5': ['Future']}
Maroon 5,Kendrick Lamar,{'Maroon 5': ['Kendrick Lamar']}
Maroon 5,Cardi B,{'Maroon 5': ['Cardi B']}
Maroon 5,Julia Michaels,{'Maroon 5': ['Julia Michaels']}
Maroon 5,,{'Maroon 5': ['']}
Maroon 5,Nipsey Hussle - YG,"{'Maroon 5': ['Nipsey Hussle ', ' YG']}"
Maroon 5,Wiz Khalifa,{'Maroon 5': ['Wiz Khalifa']}
Maroon 5,A Boogie Wit da Hoodie,{'Maroon 5': ['A Boogie Wit da Hoodie']}
Maroon 5,SZA,{'Maroon 5': ['SZA']}
Maroon 5,A$AP Rocky,{'Maroon 5': ['A$AP Rocky']}
Marracash,Gu,{'Marracash': ['Gu']}
Marracash,thasup - Sfera Ebbasta,"{'Marracash': ['thasup ', ' Sfera Ebbasta']}"
